current_season_start	current_season_end	other_season_start	other_season_end	distance_map	current_strain	mean_distance
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/517/1998	13.06
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/539/1998	13.06
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK10554/1998	12.05
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK10954/1998	10.19
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/520/1998	12.04
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/546/1998	11.06
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/522/1997	11.06
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/548/1998	12.03
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/505/1997	11.99
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/506/1998	12.09
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/528/1998	12.06
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/532/1998	12.06
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/Auckland/10/1997	11.06
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/529/1998	12.06
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/Sydney/5/1997	11.06
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/Sydney/5/1997-egg	11.06
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/533/1998	11.06
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/540/1998	11.06
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/527/1998	11.06
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/Netherlands/300/1997	11.06
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/545/1997	12.06
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/550/1998	11.06
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/535/1998	11.06
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/501/1997	11.06
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/536/1998	11.06
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/538/1998	11.06
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK20213/1997	11.10
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/Taiwan/317/1998	4.32
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/Malaysia/13241/1997	10.21
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/Netherlands/5/1998	12.18
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/541/1998	11.22
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/521/1998	10.22
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/518/1998	10.22
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK20217/1997	11.21
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK20199/1997	10.22
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK22185/1997	10.22
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK22048/1997	10.22
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK20236/1997	11.22
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK20731/1997	10.22
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK20992/1997	12.09
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK22013/1997	11.09
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/Taiwan/1335/1997	10.22
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK20320/1997	11.15
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK22736/1997	10.22
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK10632/1998	9.35
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/523/1998	9.35
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/526/1997	10.35
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/534/1998	11.29
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/507/1997	9.35
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/542/1998	9.35
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/543/1998	9.35
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/519/1998	9.35
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/514/1998	9.35
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/509/1997	9.35
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/544/1998	9.35
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/530/1998	9.35
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/512/1998	10.34
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/515/1997	9.35
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/524/1997	9.35
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/547/1997	9.35
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/503/1997	9.35
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/508/1997	9.35
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/511/1997	9.35
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/516/1997	9.35
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/513/1997	9.35
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/525/1998	9.35
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/510/1998	9.35
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/531/1998	9.35
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/502/1998	9.35
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/504/1998	9.35
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/549/1998	9.35
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/Malaysia/17392/1998	13.12
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK10660/1998	13.12
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK10537/1998	14.07
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK41757/1997	14.13
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK10756/1998	14.12
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK10958/1998	13.12
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK10960/1998	14.10
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK10186/1998	13.12
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK10216/1998	13.12
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK10276/1998	13.12
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/Malaysia/17332/1998	13.12
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/Malaysia/17230/1998	13.12
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK41222/1997	13.12
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/Malaysia/13094/1997	2.91
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/Malaysia/13329/1997	2.91
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/Malaysia/13246/1997	2.91
1997-07-01	1998-07-01	1999-07-01	2000-07-01	bhatt	A/Taiwan/287/1998	2.91
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK17697/1998	9.86
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK18886/1998	7.91
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK18610/1998	7.91
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK18351/1998	7.91
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK17704/1998	7.91
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK17603/1998	8.88
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK17643/1998	8.88
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK18218/1998	7.77
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK16614/1998	7.91
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/332/1999	7.91
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK50552/1998	8.63
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/456/1999	8.63
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/335/1999	8.63
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/458/1999	8.63
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/316/1999	8.63
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/263/1999	9.61
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/250/1998	8.63
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/324/1999	8.63
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/287/1998	8.63
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK50722/1998	9.61
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/Panama/2007/1999	8.63
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/Panama/2007/1999-egg	8.63
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/265/1999	8.63
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/315/1999	8.63
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/327/1999	8.63
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/278/1999	8.63
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/Netherlands/462/1998	5.92
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK17872/1998	5.92
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/339/1999	6.87
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/448/1998	6.87
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/289/1998	6.87
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/251/1998	7.87
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/460/1999	5.92
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/Netherlands/427/1998	6.10
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/Malaysia/10759/1999	5.92
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/452/1999	5.92
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/247/1998	6.90
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/283/1999	7.38
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/277/1999	6.40
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK10100/1999	6.40
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/336/1999	6.34
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/284/1999	5.80
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/337/1999	5.80
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/322/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/266/1999	8.02
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/286/1999	6.29
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/347/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/240/1998	6.94
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/262/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/453/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/330/1998	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/256/1998	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/321/1999	6.92
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/254/1998	6.92
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/398/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/285/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/397/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/459/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/329/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/325/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/288/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/257/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/449/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/450/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/331/1999	6.91
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/304/1998	7.90
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/249/1998	6.91
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/280/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/320/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/253/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/454/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/255/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/260/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/252/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/224/1998	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/282/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/338/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/259/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/248/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/333/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/290/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/328/1998	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/313/1998	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/451/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/317/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/318/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/264/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/314/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/279/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/311/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/261/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/457/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/340/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/326/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/323/1999	5.96
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK17464/1998	9.85
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK18358/1998	9.84
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK17707/1998	8.87
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK18194/1998	14.31
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/NewYork/455/1999	11.37
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK18230/1998	10.00
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK18036/1998	10.00
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK19579/1998	10.00
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK12897/1999	10.39
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/Moscow/10/1999	11.19
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK13763/1999	11.34
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK12580/1999	10.21
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/Moscow/10/1999-egg	10.21
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK12312/1999	10.21
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK10132/1999	10.21
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK10133/1999	11.19
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK11163/1999	11.18
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK11230/1999	11.18
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK12572/1999	10.06
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK11241/1999	10.21
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK11255/1999	10.21
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK11237/1999	10.21
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK10151/1999	10.21
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK14627/1999	11.16
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK14875/1999	11.16
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/HongKong/CUHK14672/1999	11.19
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/Malaysia/17998/1998	11.36
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/Malaysia/18121/1998	10.38
1998-07-01	1999-07-01	1998-07-01	1999-07-01	bhatt	A/Malaysia/18128/1998	10.38
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK17697/1998	10.90
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK18886/1998	8.91
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK18610/1998	8.91
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK18351/1998	8.91
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK17704/1998	8.91
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK17603/1998	9.91
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK17643/1998	9.91
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK18218/1998	9.91
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK16614/1998	8.91
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/332/1999	8.91
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK50552/1998	9.89
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/456/1999	9.89
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/335/1999	9.89
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/458/1999	9.89
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/316/1999	9.89
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/263/1999	10.89
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/250/1998	9.89
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/324/1999	9.89
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/287/1998	9.89
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK50722/1998	10.89
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/Panama/2007/1999	9.89
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/Panama/2007/1999-egg	9.89
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/265/1999	9.89
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/315/1999	9.89
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/327/1999	9.89
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/278/1999	9.89
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/Netherlands/462/1998	13.12
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK17872/1998	13.12
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/339/1999	14.12
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/448/1998	14.12
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/289/1998	14.12
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/251/1998	15.11
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/460/1999	13.12
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/Netherlands/427/1998	12.12
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/Malaysia/10759/1999	13.12
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/452/1999	13.12
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/247/1998	14.10
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/283/1999	13.26
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/277/1999	12.26
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/HongKong/CUHK10100/1999	12.26
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/336/1999	13.20
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/284/1999	13.19
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/337/1999	13.19
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/322/1999	14.19
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/266/1999	15.20
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/286/1999	14.13
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/347/1999	14.19
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/240/1998	15.19
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/262/1999	14.19
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/453/1999	14.19
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/330/1998	14.19
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/256/1998	14.19
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/321/1999	15.18
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/254/1998	15.18
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/398/1999	14.19
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/285/1999	14.19
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/397/1999	14.19
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/459/1999	14.19
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/329/1999	14.19
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/325/1999	14.19
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/288/1999	14.19
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/257/1999	14.19
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/449/1999	14.19
1998-07-01	1999-07-01	1999-07-01	2000-07-01	bhatt	A/NewYork/450/1999	14.19
